timestamp,value,label
2025-10-01 19:04:15,1.05,0
2025-10-01 19:04:30,1.05,0
2025-10-01 19:04:45,0.892,0
2025-10-01 19:05:00,0.892,0
2025-10-01 19:05:15,0.169,0
2025-10-01 19:05:30,0.169,0
2025-10-01 19:05:45,0.301,0
2025-10-01 19:06:00,0.301,0
2025-10-01 19:06:15,0.323,0
2025-10-01 19:06:30,0.323,0
2025-10-01 19:06:45,0.28,0
2025-10-01 19:07:00,0.28,0
2025-10-01 19:07:15,0.991,0
2025-10-01 19:07:30,0.991,0
2025-10-01 19:07:45,0.97,0
2025-10-01 19:08:00,0.97,0
2025-10-01 19:08:15,2.7,0
2025-10-01 19:08:30,2.7,0
2025-10-01 19:08:45,1.04,0
2025-10-01 19:09:00,1.04,0
2025-10-01 19:09:15,0.729,0
2025-10-01 19:09:30,0.729,0
2025-10-01 19:09:45,0.0316,0
2025-10-01 19:10:00,0.0316,0
2025-10-01 19:10:15,0.0297,0
2025-10-01 19:10:30,0.0297,0
2025-10-01 19:10:45,0.0314,0
2025-10-01 19:11:00,0.0314,0
2025-10-01 19:11:15,0.026,0
2025-10-01 19:11:30,0.026,0
2025-10-01 19:11:45,0.028,0
2025-10-01 19:12:00,0.028,0
2025-10-01 19:12:15,0.0242,0
2025-10-01 19:12:30,0.0242,0
2025-10-01 19:12:45,0.0295,0
2025-10-01 19:13:00,0.0295,0
2025-10-01 19:13:15,0.0279,0
2025-10-01 19:13:30,0.0279,0
2025-10-01 19:13:45,0.0213,0
2025-10-01 19:14:00,0.0213,0
2025-10-01 19:14:15,0.0239,0
2025-10-01 19:14:30,0.0239,0
2025-10-01 19:14:45,0.0328,0
2025-10-01 19:15:00,0.0328,0
2025-10-01 19:15:15,0.0302,0
2025-10-01 19:15:30,0.0302,0
2025-10-01 19:15:45,0.0265,0
2025-10-01 19:16:00,0.0265,0
2025-10-01 19:16:15,0.0289,0
2025-10-01 19:16:30,0.0289,0
2025-10-01 19:16:45,0.0153,0
2025-10-01 19:17:00,0.0153,0
2025-10-01 19:17:15,0.0293,0
2025-10-01 19:17:30,0.0293,0
2025-10-01 19:17:45,0.0322,0
2025-10-01 19:18:00,0.0322,0
2025-10-01 19:18:15,0.0342,0
2025-10-01 19:18:30,0.0342,0
2025-10-01 19:18:45,0.025,0
2025-10-01 19:19:00,0.025,0
2025-10-01 19:19:15,0.0299,0
2025-10-01 19:19:30,0.0299,0
2025-10-01 19:19:45,0.0221,0
2025-10-01 19:20:00,0.0221,0
2025-10-01 19:20:15,0.0248,0
2025-10-01 19:20:30,0.0248,0
2025-10-01 19:20:45,0.032,0
2025-10-01 19:21:00,0.032,0
2025-10-01 19:21:15,0.0286,0
2025-10-01 19:21:30,0.0286,0
2025-10-01 19:21:45,0.0168,0
2025-10-01 19:22:00,0.0168,0
2025-10-01 19:22:15,0.0313,0
2025-10-01 19:22:30,0.0313,0
2025-10-01 19:22:45,0.0309,0
2025-10-01 19:23:00,0.0309,0
2025-10-01 19:23:15,0.028,0
2025-10-01 19:23:30,0.028,0
2025-10-01 19:23:45,0.0311,0
2025-10-01 19:24:00,0.0311,0
2025-10-01 19:24:15,0.0258,0
2025-10-01 19:24:30,0.0258,0
2025-10-01 19:24:45,0.018,0
2025-10-01 19:25:00,0.018,0
2025-10-01 19:25:15,0.0594,0
2025-10-01 19:25:30,0.0594,0
2025-10-01 19:25:45,0.616,0
2025-10-01 19:26:00,0.616,0
2025-10-01 19:26:15,0.529,0
2025-10-01 19:26:30,0.529,0
2025-10-01 19:26:45,0.024,0
2025-10-01 19:27:00,0.024,0
2025-10-01 19:27:15,1.05,0
2025-10-01 19:27:30,1.05,0
2025-10-01 19:27:45,1.16,0
2025-10-01 19:28:00,1.16,0
2025-10-01 19:28:15,1.17,0
2025-10-01 19:28:30,1.17,0
2025-10-01 19:28:45,1.1,0
2025-10-01 19:29:00,1.1,0
2025-10-01 19:29:15,0.333,0
2025-10-01 19:29:30,0.333,0
2025-10-01 19:29:45,0.495,0
2025-10-01 19:30:00,0.495,0
2025-10-01 19:30:15,0.94,0
2025-10-01 19:30:30,0.94,0
2025-10-01 19:30:45,1.34,0
2025-10-01 19:31:00,1.34,0
