start_date,end_date,model_name,run_name,batch_size,num_epochs,learning_rate,input_shape,gpu_type,epoch_duration_sec,max_gpu_memory_mb,activation_functions,num_parameters,num_classes,dropout_rate,train_sample_count,val_sample_count
2025-04-29 09:15:17,2025-04-29 09:15:31,vit_base_patch16_384,vit_base_patch16_384_bsAUTO_lr0.01_do0.1_train5000_epoch2,FAILED,2,0.01,"(3, 512, 512)",Quadro RTX 6000,,,,,,0.1,5000,200
2025-04-29 09:15:31,2025-04-29 09:20:32,vit_base_patch16_384,vit_base_patch16_384_bsAUTO_lr0.0001_do0.0_train2000_epoch4,64,4,0.0001,"(3, 384, 384)",Quadro RTX 6000,71.57,21846.36,['GELU'],86859496,1000,0.0,2000,200
2025-04-29 09:20:32,2025-04-29 09:21:54,vit_base_patch16_384,vit_base_patch16_384_bsAUTO_lr0.001_do0.1_train500_epoch4,64,4,0.001,"(3, 384, 384)",Quadro RTX 6000,17.87,21846.36,['GELU'],86859496,1000,0.1,500,200
2025-04-29 09:21:54,2025-04-29 09:39:53,vit_base_patch16_384,vit_base_patch16_384_bsAUTO_lr0.0001_do0.0_train5000_epoch6,64,6,0.0001,"(3, 384, 384)",Quadro RTX 6000,178.22,21846.36,['GELU'],86859496,1000,0.0,5000,200
2025-04-29 09:39:53,2025-04-29 09:42:29,vit_base_patch16_384,vit_base_patch16_384_bsAUTO_lr0.0001_do0.3_train2000_epoch2,64,2,0.0001,"(3, 384, 384)",Quadro RTX 6000,71.86,21846.36,['GELU'],86859496,1000,0.3,2000,200
2025-04-29 09:42:29,2025-04-29 09:42:42,vit_base_patch16_384,vit_base_patch16_384_bsAUTO_lr0.0001_do0.3_train500_epoch4,FAILED,4,0.0001,"(3, 512, 512)",Quadro RTX 6000,,,,,,0.3,500,100
2025-04-29 09:42:42,2025-04-29 09:43:00,vit_base_patch16_384,vit_base_patch16_384_bsAUTO_lr0.01_do0.0_train2000_epoch4,FAILED,4,0.01,"(3, 512, 512)",Quadro RTX 6000,,,,,,0.0,2000,200
2025-04-29 09:43:00,2025-04-29 09:43:48,vit_base_patch16_384,vit_base_patch16_384_bsAUTO_lr0.0001_do0.1_train500_epoch2,64,2,0.0001,"(3, 384, 384)",Quadro RTX 6000,17.65,21846.36,['GELU'],86859496,1000,0.1,500,100
2025-04-29 09:43:48,2025-04-29 09:51:09,vit_base_patch16_384,vit_base_patch16_384_bsAUTO_lr0.0001_do0.0_train2000_epoch6,64,6,0.0001,"(3, 384, 384)",Quadro RTX 6000,71.53,21846.36,['GELU'],86859496,1000,0.0,2000,200
2025-04-29 09:51:09,2025-04-29 09:57:16,vit_base_patch16_384,vit_base_patch16_384_bsAUTO_lr0.001_do0.3_train5000_epoch2,64,2,0.001,"(3, 384, 384)",Quadro RTX 6000,178.16,21846.36,['GELU'],86859496,1000,0.3,5000,200
2025-04-29 09:57:16,2025-04-29 09:58:03,vit_base_patch16_384,vit_base_patch16_384_bsAUTO_lr0.001_do0.3_train500_epoch2,64,2,0.001,"(3, 384, 384)",Quadro RTX 6000,17.88,21846.36,['GELU'],86859496,1000,0.3,500,200
2025-04-29 09:58:03,2025-04-29 09:58:17,vit_base_patch16_384,vit_base_patch16_384_bsAUTO_lr0.01_do0.3_train500_epoch4,FAILED,4,0.01,"(3, 512, 512)",Quadro RTX 6000,,,,,,0.3,500,200
2025-04-29 09:58:17,2025-04-29 10:10:23,vit_base_patch16_384,vit_base_patch16_384_bsAUTO_lr0.001_do0.0_train5000_epoch4,64,4,0.001,"(3, 384, 384)",Quadro RTX 6000,178.5,21846.36,['GELU'],86859496,1000,0.0,5000,200
2025-04-29 10:10:23,2025-04-29 10:10:36,vit_base_patch16_384,vit_base_patch16_384_bsAUTO_lr0.001_do0.1_train500_epoch4,FAILED,4,0.001,"(3, 512, 512)",Quadro RTX 6000,,,,,,0.1,500,200
2025-04-29 10:10:36,2025-04-29 10:12:35,vit_base_patch16_384,vit_base_patch16_384_bsAUTO_lr0.01_do0.0_train500_epoch6,64,6,0.01,"(3, 384, 384)",Quadro RTX 6000,18.0,21846.36,['GELU'],86859496,1000,0.0,500,200
