start_date,end_date,model_name,run_name,batch_size,num_epochs,learning_rate,input_shape,gpu_type,epoch_duration_sec,max_gpu_memory_mb,activation_functions,num_parameters,num_classes,dropout_rate,train_sample_count,val_sample_count
2025-05-04 19:41:38,2025-05-04 19:43:04,deit_tiny_patch16_224,deit_tiny_patch16_224_bsAUTO_lr0.1_do0.1_train10000_epoch4,512,4,0.1,"(3, 224, 224)",Quadro RTX 6000,21.26,14974.96,['GELU'],5717416,1000,0.1,10000,200
2025-05-04 19:43:04,2025-05-04 19:45:12,deit_tiny_patch16_224,deit_tiny_patch16_224_bsAUTO_lr0.001_do0.0_train10000_epoch6,512,6,0.001,"(3, 224, 224)",Quadro RTX 6000,21.02,14974.96,['GELU'],5717416,1000,0.0,10000,100
2025-05-04 19:45:12,2025-05-04 19:45:18,deit_tiny_patch16_224,deit_tiny_patch16_224_bsAUTO_lr0.001_do0.5_train500_epoch4,FAILED,4,0.001,"(3, 384, 384)",Quadro RTX 6000,,,,,,0.5,500,200
2025-05-04 19:45:18,2025-05-04 19:45:24,deit_tiny_patch16_224,deit_tiny_patch16_224_bsAUTO_lr0.1_do0.1_train500_epoch6,FAILED,6,0.1,"(3, 384, 384)",Quadro RTX 6000,,,,,,0.1,500,200
2025-05-04 19:45:24,2025-05-04 19:45:34,deit_tiny_patch16_224,deit_tiny_patch16_224_bsAUTO_lr0.1_do0.0_train5000_epoch6,FAILED,6,0.1,"(3, 512, 512)",Quadro RTX 6000,,,,,,0.0,5000,500
2025-05-04 19:45:34,2025-05-04 19:45:46,deit_tiny_patch16_224,deit_tiny_patch16_224_bsAUTO_lr0.0001_do0.0_train2000_epoch2,512,2,0.0001,"(3, 224, 224)",Quadro RTX 6000,4.93,14974.84,['GELU'],5717416,1000,0.0,2000,100
2025-05-04 19:45:46,2025-05-04 19:46:14,deit_tiny_patch16_224,deit_tiny_patch16_224_bsAUTO_lr0.1_do0.0_train2000_epoch6,512,6,0.1,"(3, 224, 224)",Quadro RTX 6000,4.41,14974.84,['GELU'],5717416,1000,0.0,2000,500
2025-05-04 19:46:14,2025-05-04 19:47:20,deit_tiny_patch16_224,deit_tiny_patch16_224_bsAUTO_lr0.0001_do0.0_train5000_epoch6,512,6,0.0001,"(3, 224, 224)",Quadro RTX 6000,10.8,14975.75,['GELU'],5717416,1000,0.0,5000,500
2025-05-04 19:47:20,2025-05-04 19:49:28,deit_tiny_patch16_224,deit_tiny_patch16_224_bsAUTO_lr0.01_do0.3_train10000_epoch6,512,6,0.01,"(3, 224, 224)",Quadro RTX 6000,21.06,14974.96,['GELU'],5717416,1000,0.3,10000,200
2025-05-04 19:49:28,2025-05-04 19:49:33,deit_tiny_patch16_224,deit_tiny_patch16_224_bsAUTO_lr0.0001_do0.3_train500_epoch6,FAILED,6,0.0001,"(3, 384, 384)",Quadro RTX 6000,,,,,,0.3,500,500
